id,id_index,kode_provinsi,nama_provinsi,periode_update,klinik,kategori,jumlah,satuan,tahun
3588,71763588,35,JAWA TIMUR,2025-02,EKSEKUTIF PALIATIF NYERI,PEREMPUAN,13.0,PASIEN,2025
3589,71773589,35,JAWA TIMUR,2025-02,EKSEKUTIF PARU,LAKI LAKI,9.0,PASIEN,2025
3589,71783589,35,JAWA TIMUR,2025-02,EKSEKUTIF PARU,PEREMPUAN,12.0,PASIEN,2025
3590,71793590,35,JAWA TIMUR,2025-02,EKSEKUTIF PSIKIATRI / JIWA,LAKI LAKI,2.0,PASIEN,2025
3590,71803590,35,JAWA TIMUR,2025-02,EKSEKUTIF PSIKIATRI / JIWA,PEREMPUAN,5.0,PASIEN,2025
3591,71813591,35,JAWA TIMUR,2025-02,EKSEKUTIF REHAB MEDIK,LAKI LAKI,12.0,PASIEN,2025
3591,71823591,35,JAWA TIMUR,2025-02,EKSEKUTIF REHAB MEDIK,PEREMPUAN,12.0,PASIEN,2025
3592,71833592,35,JAWA TIMUR,2025-02,EKSEKUTIF SARAF,LAKI LAKI,52.0,PASIEN,2025
3592,71843592,35,JAWA TIMUR,2025-02,EKSEKUTIF SARAF,PEREMPUAN,50.0,PASIEN,2025
3593,71853593,35,JAWA TIMUR,2025-02,EKSEKUTIF THT,LAKI LAKI,20.0,PASIEN,2025
3593,71863593,35,JAWA TIMUR,2025-02,EKSEKUTIF THT,PEREMPUAN,10.0,PASIEN,2025
3594,71873594,35,JAWA TIMUR,2025-02,GENERAL CHECKUP,LAKI LAKI,271.0,PASIEN,2025
3594,71883594,35,JAWA TIMUR,2025-02,GENERAL CHECKUP,PEREMPUAN,271.0,PASIEN,2025
3595,71893595,35,JAWA TIMUR,2025-02,GIGI DAN MULUT,LAKI LAKI,181.0,PASIEN,2025
3595,71903595,35,JAWA TIMUR,2025-02,GIGI DAN MULUT,PEREMPUAN,271.0,PASIEN,2025
3596,71913596,35,JAWA TIMUR,2025-02,GIZI,LAKI LAKI,29.0,PASIEN,2025
3596,71923596,35,JAWA TIMUR,2025-02,GIZI,PEREMPUAN,24.0,PASIEN,2025
3597,71933597,35,JAWA TIMUR,2025-02,HEMODIALISA,LAKI LAKI,154.0,PASIEN,2025
3597,71943597,35,JAWA TIMUR,2025-02,HEMODIALISA,PEREMPUAN,125.0,PASIEN,2025
3598,71953598,35,JAWA TIMUR,2025-02,INTERNE/PENY. DALAM,LAKI LAKI,271.0,PASIEN,2025
3598,71963598,35,JAWA TIMUR,2025-02,INTERNE/PENY. DALAM,PEREMPUAN,271.0,PASIEN,2025
3599,71973599,35,JAWA TIMUR,2025-02,JANTUNG,LAKI LAKI,271.0,PASIEN,2025
3599,71983599,35,JAWA TIMUR,2025-02,JANTUNG,PEREMPUAN,271.0,PASIEN,2025
3600,71993600,35,JAWA TIMUR,2025-02,KEBIDANAN/KANDUNGAN,LAKI LAKI,0.0,PASIEN,2025
3600,72003600,35,JAWA TIMUR,2025-02,KEBIDANAN/KANDUNGAN,PEREMPUAN,74.0,PASIEN,2025
3601,72013601,35,JAWA TIMUR,2025-02,KULIT DAN KELAMIN,LAKI LAKI,152.0,PASIEN,2025
3601,72023601,35,JAWA TIMUR,2025-02,KULIT DAN KELAMIN,PEREMPUAN,187.0,PASIEN,2025
3602,72033602,35,JAWA TIMUR,2025-02,MATA,LAKI LAKI,244.0,PASIEN,2025
3602,72043602,35,JAWA TIMUR,2025-02,MATA,PEREMPUAN,271.0,PASIEN,2025
3603,72053603,35,JAWA TIMUR,2025-02,PALIATIF NYERI,LAKI LAKI,90.0,PASIEN,2025
3603,72063603,35,JAWA TIMUR,2025-02,PALIATIF NYERI,PEREMPUAN,193.0,PASIEN,2025
3604,72073604,35,JAWA TIMUR,2025-02,PARU,LAKI LAKI,139.0,PASIEN,2025
3604,72083604,35,JAWA TIMUR,2025-02,PARU,PEREMPUAN,123.0,PASIEN,2025
3605,72093605,35,JAWA TIMUR,2025-02,PSIKIATRI/JIWA,LAKI LAKI,271.0,PASIEN,2025
3605,72103605,35,JAWA TIMUR,2025-02,PSIKIATRI/JIWA,PEREMPUAN,271.0,PASIEN,2025
3606,72113606,35,JAWA TIMUR,2025-02,REHAB MEDIK,LAKI LAKI,271.0,PASIEN,2025
3606,72123606,35,JAWA TIMUR,2025-02,REHAB MEDIK,PEREMPUAN,271.0,PASIEN,2025
3607,72133607,35,JAWA TIMUR,2025-02,SYARAF,LAKI LAKI,271.0,PASIEN,2025
3607,72143607,35,JAWA TIMUR,2025-02,SYARAF,PEREMPUAN,271.0,PASIEN,2025
3608,72153608,35,JAWA TIMUR,2025-02,TB MDR,LAKI LAKI,6.0,PASIEN,2025
3608,72163608,35,JAWA TIMUR,2025-02,TB MDR,PEREMPUAN,5.0,PASIEN,2025
3609,72173609,35,JAWA TIMUR,2025-02,THT-KL,LAKI LAKI,141.0,PASIEN,2025
3609,72183609,35,JAWA TIMUR,2025-02,THT-KL,PEREMPUAN,126.0,PASIEN,2025
3610,72193610,35,JAWA TIMUR,2025-02,TUMBUH KEMBANG,LAKI LAKI,1.0,PASIEN,2025
3610,72203610,35,JAWA TIMUR,2025-02,TUMBUH KEMBANG,PEREMPUAN,0.0,PASIEN,2025
3611,72213611,35,JAWA TIMUR,2025-03,ANAK,LAKI LAKI,197.0,PASIEN,2025
3611,72223611,35,JAWA TIMUR,2025-03,ANAK,PEREMPUAN,125.0,PASIEN,2025
3612,72233612,35,JAWA TIMUR,2025-03,ANASTESI,LAKI LAKI,102.0,PASIEN,2025
3612,72243612,35,JAWA TIMUR,2025-03,ANASTESI,PEREMPUAN,130.0,PASIEN,2025
3613,72253613,35,JAWA TIMUR,2025-03,ANDROLOGI,LAKI LAKI,10.0,PASIEN,2025
3613,72263613,35,JAWA TIMUR,2025-03,ANDROLOGI,PEREMPUAN,1.0,PASIEN,2025
3614,72273614,35,JAWA TIMUR,2025-03,ASIH,LAKI LAKI,0.0,PASIEN,2025
3614,72283614,35,JAWA TIMUR,2025-03,ASIH,PEREMPUAN,59.0,PASIEN,2025
3615,72293615,35,JAWA TIMUR,2025-03,BEDAH ONKOLOGI,LAKI LAKI,0.0,PASIEN,2025
3615,72303615,35,JAWA TIMUR,2025-03,BEDAH ONKOLOGI,PEREMPUAN,3.0,PASIEN,2025
3616,72313616,35,JAWA TIMUR,2025-03,BEDAH ORTHOPEDI,LAKI LAKI,271.0,PASIEN,2025
3616,72323616,35,JAWA TIMUR,2025-03,BEDAH ORTHOPEDI,PEREMPUAN,271.0,PASIEN,2025
3617,72333617,35,JAWA TIMUR,2025-03,BEDAH SYARAF,LAKI LAKI,81.0,PASIEN,2025
3617,72343617,35,JAWA TIMUR,2025-03,BEDAH SYARAF,PEREMPUAN,145.0,PASIEN,2025
3618,72353618,35,JAWA TIMUR,2025-03,BEDAH UMUM,LAKI LAKI,167.0,PASIEN,2025
3618,72363618,35,JAWA TIMUR,2025-03,BEDAH UMUM,PEREMPUAN,271.0,PASIEN,2025
3619,72373619,35,JAWA TIMUR,2025-03,BEDAH UROLOGI,LAKI LAKI,271.0,PASIEN,2025
3619,72383619,35,JAWA TIMUR,2025-03,BEDAH UROLOGI,PEREMPUAN,110.0,PASIEN,2025
3620,72393620,35,JAWA TIMUR,2025-03,BEDAH VASKULER,LAKI LAKI,21.0,PASIEN,2025
3620,72403620,35,JAWA TIMUR,2025-03,BEDAH VASKULER,PEREMPUAN,20.0,PASIEN,2025
3621,72413621,35,JAWA TIMUR,2025-03,EKSEKUTIF ANAK,LAKI LAKI,19.0,PASIEN,2025
3621,72423621,35,JAWA TIMUR,2025-03,EKSEKUTIF ANAK,PEREMPUAN,17.0,PASIEN,2025
3622,72433622,35,JAWA TIMUR,2025-03,EKSEKUTIF BEDAH ORTHOPEDI,LAKI LAKI,49.0,PASIEN,2025
3622,72443622,35,JAWA TIMUR,2025-03,EKSEKUTIF BEDAH ORTHOPEDI,PEREMPUAN,74.0,PASIEN,2025
3623,72453623,35,JAWA TIMUR,2025-03,EKSEKUTIF BEDAH SARAF,LAKI LAKI,11.0,PASIEN,2025
3623,72463623,35,JAWA TIMUR,2025-03,EKSEKUTIF BEDAH SARAF,PEREMPUAN,3.0,PASIEN,2025
3624,72473624,35,JAWA TIMUR,2025-03,EKSEKUTIF BEDAH UMUM,LAKI LAKI,33.0,PASIEN,2025
3624,72483624,35,JAWA TIMUR,2025-03,EKSEKUTIF BEDAH UMUM,PEREMPUAN,38.0,PASIEN,2025
3625,72493625,35,JAWA TIMUR,2025-03,EKSEKUTIF BEDAH UROLOGI,LAKI LAKI,19.0,PASIEN,2025
3625,72503625,35,JAWA TIMUR,2025-03,EKSEKUTIF BEDAH UROLOGI,PEREMPUAN,14.0,PASIEN,2025
3626,72513626,35,JAWA TIMUR,2025-03,EKSEKUTIF ENDOSKOPI,LAKI LAKI,3.0,PASIEN,2025
3626,72523626,35,JAWA TIMUR,2025-03,EKSEKUTIF ENDOSKOPI,PEREMPUAN,1.0,PASIEN,2025
3627,72533627,35,JAWA TIMUR,2025-03,EKSEKUTIF ESTETIKA,LAKI LAKI,19.0,PASIEN,2025
3627,72543627,35,JAWA TIMUR,2025-03,EKSEKUTIF ESTETIKA,PEREMPUAN,68.0,PASIEN,2025
3628,72553628,35,JAWA TIMUR,2025-03,EKSEKUTIF GIGI DAN MULUT,LAKI LAKI,11.0,PASIEN,2025
3628,72563628,35,JAWA TIMUR,2025-03,EKSEKUTIF GIGI DAN MULUT,PEREMPUAN,9.0,PASIEN,2025
3629,72573629,35,JAWA TIMUR,2025-03,EKSEKUTIF INTERNE/PENYAKIT DALAM,LAKI LAKI,111.0,PASIEN,2025
3629,72583629,35,JAWA TIMUR,2025-03,EKSEKUTIF INTERNE/PENYAKIT DALAM,PEREMPUAN,144.0,PASIEN,2025
3630,72593630,35,JAWA TIMUR,2025-03,EKSEKUTIF JANTUNG,LAKI LAKI,52.0,PASIEN,2025
3630,72603630,35,JAWA TIMUR,2025-03,EKSEKUTIF JANTUNG,PEREMPUAN,72.0,PASIEN,2025
3631,72613631,35,JAWA TIMUR,2025-03,EKSEKUTIF KEBIDANAN/KANDUNGAN,LAKI LAKI,0.0,PASIEN,2025
3631,72623631,35,JAWA TIMUR,2025-03,EKSEKUTIF KEBIDANAN/KANDUNGAN,PEREMPUAN,158.0,PASIEN,2025
3632,72633632,35,JAWA TIMUR,2025-03,EKSEKUTIF KULIT DAN KELAMIN,LAKI LAKI,26.0,PASIEN,2025
3632,72643632,35,JAWA TIMUR,2025-03,EKSEKUTIF KULIT DAN KELAMIN,PEREMPUAN,25.0,PASIEN,2025
3633,72653633,35,JAWA TIMUR,2025-03,EKSEKUTIF MATA,LAKI LAKI,25.0,PASIEN,2025
3633,72663633,35,JAWA TIMUR,2025-03,EKSEKUTIF MATA,PEREMPUAN,36.0,PASIEN,2025
3634,72673634,35,JAWA TIMUR,2025-03,EKSEKUTIF PALIATIF NYERI,LAKI LAKI,9.0,PASIEN,2025
3634,72683634,35,JAWA TIMUR,2025-03,EKSEKUTIF PALIATIF NYERI,PEREMPUAN,16.0,PASIEN,2025
3635,72693635,35,JAWA TIMUR,2025-03,EKSEKUTIF PARU,LAKI LAKI,13.0,PASIEN,2025
3635,72703635,35,JAWA TIMUR,2025-03,EKSEKUTIF PARU,PEREMPUAN,9.0,PASIEN,2025
3636,72713636,35,JAWA TIMUR,2025-03,EKSEKUTIF PSIKIATRI / JIWA,LAKI LAKI,2.0,PASIEN,2025
3636,72723636,35,JAWA TIMUR,2025-03,EKSEKUTIF PSIKIATRI / JIWA,PEREMPUAN,4.0,PASIEN,2025
3637,72733637,35,JAWA TIMUR,2025-03,EKSEKUTIF REHAB MEDIK,LAKI LAKI,16.0,PASIEN,2025
3637,72743637,35,JAWA TIMUR,2025-03,EKSEKUTIF REHAB MEDIK,PEREMPUAN,17.0,PASIEN,2025
3638,72753638,35,JAWA TIMUR,2025-03,EKSEKUTIF SARAF,LAKI LAKI,55.0,PASIEN,2025
3638,72763638,35,JAWA TIMUR,2025-03,EKSEKUTIF SARAF,PEREMPUAN,45.0,PASIEN,2025
3639,72773639,35,JAWA TIMUR,2025-03,EKSEKUTIF THT,LAKI LAKI,12.0,PASIEN,2025
3639,72783639,35,JAWA TIMUR,2025-03,EKSEKUTIF THT,PEREMPUAN,10.0,PASIEN,2025
3640,72793640,35,JAWA TIMUR,2025-03,GENERAL CHECKUP,LAKI LAKI,70.0,PASIEN,2025
3640,72803640,35,JAWA TIMUR,2025-03,GENERAL CHECKUP,PEREMPUAN,64.0,PASIEN,2025
3641,72813641,35,JAWA TIMUR,2025-03,GIGI DAN MULUT,LAKI LAKI,184.0,PASIEN,2025
3641,72823641,35,JAWA TIMUR,2025-03,GIGI DAN MULUT,PEREMPUAN,271.0,PASIEN,2025
3642,72833642,35,JAWA TIMUR,2025-03,GIZI,LAKI LAKI,22.0,PASIEN,2025
3642,72843642,35,JAWA TIMUR,2025-03,GIZI,PEREMPUAN,17.0,PASIEN,2025
3643,72853643,35,JAWA TIMUR,2025-03,HEMATOLOGI ONKOLOGI,LAKI LAKI,0.0,PASIEN,2025
3643,72863643,35,JAWA TIMUR,2025-03,HEMATOLOGI ONKOLOGI,PEREMPUAN,1.0,PASIEN,2025
3644,72873644,35,JAWA TIMUR,2025-03,HEMODIALISA,LAKI LAKI,162.0,PASIEN,2025
3644,72883644,35,JAWA TIMUR,2025-03,HEMODIALISA,PEREMPUAN,133.0,PASIEN,2025
3645,72893645,35,JAWA TIMUR,2025-03,INTERNE/PENY. DALAM,LAKI LAKI,271.0,PASIEN,2025
3645,72903645,35,JAWA TIMUR,2025-03,INTERNE/PENY. DALAM,PEREMPUAN,271.0,PASIEN,2025
3646,72913646,35,JAWA TIMUR,2025-03,JANTUNG,LAKI LAKI,271.0,PASIEN,2025
3646,72923646,35,JAWA TIMUR,2025-03,JANTUNG,PEREMPUAN,271.0,PASIEN,2025
3647,72933647,35,JAWA TIMUR,2025-03,KEBIDANAN/KANDUNGAN,LAKI LAKI,0.0,PASIEN,2025
3647,72943647,35,JAWA TIMUR,2025-03,KEBIDANAN/KANDUNGAN,PEREMPUAN,62.0,PASIEN,2025
3648,72953648,35,JAWA TIMUR,2025-03,KELUARGA BERENCANA,LAKI LAKI,1.0,PASIEN,2025
3648,72963648,35,JAWA TIMUR,2025-03,KELUARGA BERENCANA,PEREMPUAN,5.0,PASIEN,2025
3649,72973649,35,JAWA TIMUR,2025-03,KULIT DAN KELAMIN,LAKI LAKI,131.0,PASIEN,2025
3649,72983649,35,JAWA TIMUR,2025-03,KULIT DAN KELAMIN,PEREMPUAN,170.0,PASIEN,2025
3650,72993650,35,JAWA TIMUR,2025-03,MATA,LAKI LAKI,234.0,PASIEN,2025
3650,73003650,35,JAWA TIMUR,2025-03,MATA,PEREMPUAN,271.0,PASIEN,2025
3651,73013651,35,JAWA TIMUR,2025-03,PALIATIF NYERI,LAKI LAKI,90.0,PASIEN,2025
3651,73023651,35,JAWA TIMUR,2025-03,PALIATIF NYERI,PEREMPUAN,151.0,PASIEN,2025
3652,73033652,35,JAWA TIMUR,2025-03,PARU,LAKI LAKI,140.0,PASIEN,2025
3652,73043652,35,JAWA TIMUR,2025-03,PARU,PEREMPUAN,113.0,PASIEN,2025
3653,73053653,35,JAWA TIMUR,2025-03,PSIKIATRI/JIWA,LAKI LAKI,166.0,PASIEN,2025
3653,73063653,35,JAWA TIMUR,2025-03,PSIKIATRI/JIWA,PEREMPUAN,192.0,PASIEN,2025
3654,73073654,35,JAWA TIMUR,2025-03,REHAB MEDIK,LAKI LAKI,271.0,PASIEN,2025
3654,73083654,35,JAWA TIMUR,2025-03,REHAB MEDIK,PEREMPUAN,271.0,PASIEN,2025
3655,73093655,35,JAWA TIMUR,2025-03,SYARAF,LAKI LAKI,271.0,PASIEN,2025
3655,73103655,35,JAWA TIMUR,2025-03,SYARAF,PEREMPUAN,271.0,PASIEN,2025
3656,73113656,35,JAWA TIMUR,2025-03,TB MDR,LAKI LAKI,4.0,PASIEN,2025
3656,73123656,35,JAWA TIMUR,2025-03,TB MDR,PEREMPUAN,4.0,PASIEN,2025
3657,73133657,35,JAWA TIMUR,2025-03,THT-KL,LAKI LAKI,134.0,PASIEN,2025
3657,73143657,35,JAWA TIMUR,2025-03,THT-KL,PEREMPUAN,113.0,PASIEN,2025
3658,73153658,35,JAWA TIMUR,2025-04,ANAK,LAKI LAKI,202.0,PASIEN,2025
3658,73163658,35,JAWA TIMUR,2025-04,ANAK,PEREMPUAN,117.0,PASIEN,2025
3659,73173659,35,JAWA TIMUR,2025-04,ANASTESI,LAKI LAKI,122.0,PASIEN,2025
3659,73183659,35,JAWA TIMUR,2025-04,ANASTESI,PEREMPUAN,127.0,PASIEN,2025
3660,73193660,35,JAWA TIMUR,2025-04,ANDROLOGI,LAKI LAKI,16.0,PASIEN,2025
3660,73203660,35,JAWA TIMUR,2025-04,ANDROLOGI,PEREMPUAN,1.0,PASIEN,2025
3661,73213661,35,JAWA TIMUR,2025-04,ASIH,LAKI LAKI,1.0,PASIEN,2025
3661,73223661,35,JAWA TIMUR,2025-04,ASIH,PEREMPUAN,68.0,PASIEN,2025
3662,73233662,35,JAWA TIMUR,2025-04,BEDAH ONKOLOGI,LAKI LAKI,0.0,PASIEN,2025
3662,73243662,35,JAWA TIMUR,2025-04,BEDAH ONKOLOGI,PEREMPUAN,3.0,PASIEN,2025
3663,73253663,35,JAWA TIMUR,2025-04,BEDAH ORTHOPEDI,LAKI LAKI,271.0,PASIEN,2025
3663,73263663,35,JAWA TIMUR,2025-04,BEDAH ORTHOPEDI,PEREMPUAN,271.0,PASIEN,2025
3664,73273664,35,JAWA TIMUR,2025-04,BEDAH PLASTIK,LAKI LAKI,3.0,PASIEN,2025
3664,73283664,35,JAWA TIMUR,2025-04,BEDAH PLASTIK,PEREMPUAN,0.0,PASIEN,2025
3665,73293665,35,JAWA TIMUR,2025-04,BEDAH SYARAF,LAKI LAKI,117.0,PASIEN,2025
3665,73303665,35,JAWA TIMUR,2025-04,BEDAH SYARAF,PEREMPUAN,185.0,PASIEN,2025
3666,73313666,35,JAWA TIMUR,2025-04,BEDAH UMUM,LAKI LAKI,176.0,PASIEN,2025
3666,73323666,35,JAWA TIMUR,2025-04,BEDAH UMUM,PEREMPUAN,271.0,PASIEN,2025
3667,73333667,35,JAWA TIMUR,2025-04,BEDAH UROLOGI,LAKI LAKI,271.0,PASIEN,2025
3667,73343667,35,JAWA TIMUR,2025-04,BEDAH UROLOGI,PEREMPUAN,102.0,PASIEN,2025
3668,73353668,35,JAWA TIMUR,2025-04,BEDAH VASKULER,LAKI LAKI,19.0,PASIEN,2025
3668,73363668,35,JAWA TIMUR,2025-04,BEDAH VASKULER,PEREMPUAN,24.0,PASIEN,2025
3669,73373669,35,JAWA TIMUR,2025-04,EKSEKUTIF ANAK,LAKI LAKI,13.0,PASIEN,2025
3669,73383669,35,JAWA TIMUR,2025-04,EKSEKUTIF ANAK,PEREMPUAN,15.0,PASIEN,2025
3670,73393670,35,JAWA TIMUR,2025-04,EKSEKUTIF BEDAH ORTHOPEDI,LAKI LAKI,56.0,PASIEN,2025
3670,73403670,35,JAWA TIMUR,2025-04,EKSEKUTIF BEDAH ORTHOPEDI,PEREMPUAN,71.0,PASIEN,2025
3671,73413671,35,JAWA TIMUR,2025-04,EKSEKUTIF BEDAH SARAF,LAKI LAKI,12.0,PASIEN,2025
3671,73423671,35,JAWA TIMUR,2025-04,EKSEKUTIF BEDAH SARAF,PEREMPUAN,8.0,PASIEN,2025
3672,73433672,35,JAWA TIMUR,2025-04,EKSEKUTIF BEDAH UMUM,LAKI LAKI,24.0,PASIEN,2025
3672,73443672,35,JAWA TIMUR,2025-04,EKSEKUTIF BEDAH UMUM,PEREMPUAN,60.0,PASIEN,2025
3673,73453673,35,JAWA TIMUR,2025-04,EKSEKUTIF BEDAH UROLOGI,LAKI LAKI,25.0,PASIEN,2025
3673,73463673,35,JAWA TIMUR,2025-04,EKSEKUTIF BEDAH UROLOGI,PEREMPUAN,16.0,PASIEN,2025
3674,73473674,35,JAWA TIMUR,2025-04,EKSEKUTIF ENDOSKOPI,LAKI LAKI,4.0,PASIEN,2025
3674,73483674,35,JAWA TIMUR,2025-04,EKSEKUTIF ENDOSKOPI,PEREMPUAN,0.0,PASIEN,2025
3675,73493675,35,JAWA TIMUR,2025-04,EKSEKUTIF ESTETIKA,LAKI LAKI,16.0,PASIEN,2025
3675,73503675,35,JAWA TIMUR,2025-04,EKSEKUTIF ESTETIKA,PEREMPUAN,39.0,PASIEN,2025
3676,73513676,35,JAWA TIMUR,2025-04,EKSEKUTIF GIGI DAN MULUT,LAKI LAKI,9.0,PASIEN,2025
3676,73523676,35,JAWA TIMUR,2025-04,EKSEKUTIF GIGI DAN MULUT,PEREMPUAN,8.0,PASIEN,2025
3677,73533677,35,JAWA TIMUR,2025-04,EKSEKUTIF INTERNE/PENYAKIT DALAM,LAKI LAKI,110.0,PASIEN,2025
3677,73543677,35,JAWA TIMUR,2025-04,EKSEKUTIF INTERNE/PENYAKIT DALAM,PEREMPUAN,174.0,PASIEN,2025
3678,73553678,35,JAWA TIMUR,2025-04,EKSEKUTIF JANTUNG,LAKI LAKI,48.0,PASIEN,2025
3678,73563678,35,JAWA TIMUR,2025-04,EKSEKUTIF JANTUNG,PEREMPUAN,85.0,PASIEN,2025
3679,73573679,35,JAWA TIMUR,2025-04,EKSEKUTIF KEBIDANAN/KANDUNGAN,LAKI LAKI,0.0,PASIEN,2025
3679,73583679,35,JAWA TIMUR,2025-04,EKSEKUTIF KEBIDANAN/KANDUNGAN,PEREMPUAN,132.0,PASIEN,2025
3680,73593680,35,JAWA TIMUR,2025-04,EKSEKUTIF KULIT DAN KELAMIN,LAKI LAKI,16.0,PASIEN,2025
3680,73603680,35,JAWA TIMUR,2025-04,EKSEKUTIF KULIT DAN KELAMIN,PEREMPUAN,19.0,PASIEN,2025
3681,73613681,35,JAWA TIMUR,2025-04,EKSEKUTIF MATA,LAKI LAKI,23.0,PASIEN,2025
3681,73623681,35,JAWA TIMUR,2025-04,EKSEKUTIF MATA,PEREMPUAN,38.0,PASIEN,2025
3682,73633682,35,JAWA TIMUR,2025-04,EKSEKUTIF PALIATIF NYERI,LAKI LAKI,8.0,PASIEN,2025
3682,73643682,35,JAWA TIMUR,2025-04,EKSEKUTIF PALIATIF NYERI,PEREMPUAN,8.0,PASIEN,2025
3683,73653683,35,JAWA TIMUR,2025-04,EKSEKUTIF PARU,LAKI LAKI,12.0,PASIEN,2025
3683,73663683,35,JAWA TIMUR,2025-04,EKSEKUTIF PARU,PEREMPUAN,12.0,PASIEN,2025
3684,73673684,35,JAWA TIMUR,2025-04,EKSEKUTIF PSIKIATRI / JIWA,LAKI LAKI,3.0,PASIEN,2025
3684,73683684,35,JAWA TIMUR,2025-04,EKSEKUTIF PSIKIATRI / JIWA,PEREMPUAN,5.0,PASIEN,2025
3685,73693685,35,JAWA TIMUR,2025-04,EKSEKUTIF REHAB MEDIK,LAKI LAKI,21.0,PASIEN,2025
3685,73703685,35,JAWA TIMUR,2025-04,EKSEKUTIF REHAB MEDIK,PEREMPUAN,14.0,PASIEN,2025
3686,73713686,35,JAWA TIMUR,2025-04,EKSEKUTIF SARAF,LAKI LAKI,54.0,PASIEN,2025
3686,73723686,35,JAWA TIMUR,2025-04,EKSEKUTIF SARAF,PEREMPUAN,54.0,PASIEN,2025
3687,73733687,35,JAWA TIMUR,2025-04,EKSEKUTIF THT,LAKI LAKI,7.0,PASIEN,2025
3687,73743687,35,JAWA TIMUR,2025-04,EKSEKUTIF THT,PEREMPUAN,9.0,PASIEN,2025
3688,73753688,35,JAWA TIMUR,2025-04,GENERAL CHECKUP,LAKI LAKI,72.0,PASIEN,2025
3688,73763688,35,JAWA TIMUR,2025-04,GENERAL CHECKUP,PEREMPUAN,44.0,PASIEN,2025
3689,73773689,35,JAWA TIMUR,2025-04,GIGI DAN BEDAH MULUT,LAKI LAKI,1.0,PASIEN,2025
3689,73783689,35,JAWA TIMUR,2025-04,GIGI DAN BEDAH MULUT,PEREMPUAN,1.0,PASIEN,2025
3690,73793690,35,JAWA TIMUR,2025-04,GIGI DAN MULUT,LAKI LAKI,198.0,PASIEN,2025
3690,73803690,35,JAWA TIMUR,2025-04,GIGI DAN MULUT,PEREMPUAN,271.0,PASIEN,2025
3691,73813691,35,JAWA TIMUR,2025-04,GIZI,LAKI LAKI,18.0,PASIEN,2025
3691,73823691,35,JAWA TIMUR,2025-04,GIZI,PEREMPUAN,6.0,PASIEN,2025
3692,73833692,35,JAWA TIMUR,2025-04,HEMATOLOGI ONKOLOGI,LAKI LAKI,1.0,PASIEN,2025
3692,73843692,35,JAWA TIMUR,2025-04,HEMATOLOGI ONKOLOGI,PEREMPUAN,1.0,PASIEN,2025
3693,73853693,35,JAWA TIMUR,2025-04,HEMODIALISA,LAKI LAKI,164.0,PASIEN,2025
3693,73863693,35,JAWA TIMUR,2025-04,HEMODIALISA,PEREMPUAN,130.0,PASIEN,2025
3694,73873694,35,JAWA TIMUR,2025-04,INTERNE/PENY. DALAM,LAKI LAKI,271.0,PASIEN,2025
3694,73883694,35,JAWA TIMUR,2025-04,INTERNE/PENY. DALAM,PEREMPUAN,271.0,PASIEN,2025
3695,73893695,35,JAWA TIMUR,2025-04,JANTUNG,LAKI LAKI,271.0,PASIEN,2025
3695,73903695,35,JAWA TIMUR,2025-04,JANTUNG,PEREMPUAN,271.0,PASIEN,2025
3696,73913696,35,JAWA TIMUR,2025-04,KEBIDANAN/KANDUNGAN,LAKI LAKI,0.0,PASIEN,2025
3696,73923696,35,JAWA TIMUR,2025-04,KEBIDANAN/KANDUNGAN,PEREMPUAN,65.0,PASIEN,2025
3697,73933697,35,JAWA TIMUR,2025-04,KELUARGA BERENCANA,LAKI LAKI,0.0,PASIEN,2025
3697,73943697,35,JAWA TIMUR,2025-04,KELUARGA BERENCANA,PEREMPUAN,1.0,PASIEN,2025
3698,73953698,35,JAWA TIMUR,2025-04,KULIT DAN KELAMIN,LAKI LAKI,125.0,PASIEN,2025
3698,73963698,35,JAWA TIMUR,2025-04,KULIT DAN KELAMIN,PEREMPUAN,159.0,PASIEN,2025
3699,73973699,35,JAWA TIMUR,2025-04,MATA,LAKI LAKI,253.0,PASIEN,2025
3699,73983699,35,JAWA TIMUR,2025-04,MATA,PEREMPUAN,271.0,PASIEN,2025
3700,73993700,35,JAWA TIMUR,2025-04,PALIATIF NYERI,LAKI LAKI,93.0,PASIEN,2025
3700,74003700,35,JAWA TIMUR,2025-04,PALIATIF NYERI,PEREMPUAN,177.0,PASIEN,2025
3701,74013701,35,JAWA TIMUR,2025-04,PARU,LAKI LAKI,148.0,PASIEN,2025
3701,74023701,35,JAWA TIMUR,2025-04,PARU,PEREMPUAN,118.0,PASIEN,2025
3702,74033702,35,JAWA TIMUR,2025-04,PSIKIATRI/JIWA,LAKI LAKI,184.0,PASIEN,2025
3702,74043702,35,JAWA TIMUR,2025-04,PSIKIATRI/JIWA,PEREMPUAN,194.0,PASIEN,2025
3703,74053703,35,JAWA TIMUR,2025-04,REHAB MEDIK,LAKI LAKI,271.0,PASIEN,2025
3703,74063703,35,JAWA TIMUR,2025-04,REHAB MEDIK,PEREMPUAN,271.0,PASIEN,2025
3704,74073704,35,JAWA TIMUR,2025-04,SYARAF,LAKI LAKI,271.0,PASIEN,2025
3704,74083704,35,JAWA TIMUR,2025-04,SYARAF,PEREMPUAN,271.0,PASIEN,2025
3705,74093705,35,JAWA TIMUR,2025-04,TB MDR,LAKI LAKI,6.0,PASIEN,2025
3705,74103705,35,JAWA TIMUR,2025-04,TB MDR,PEREMPUAN,4.0,PASIEN,2025
